caminho_relativo_xml,chave,ano,data_emissao,status,caminho_pdf,mensagem
2021\27210433737433000183550010000016131000046341.xml,27210433737433000183550010000016131000046341,2021,2021-04-08T00:00:00,gerado,individuais\2021\27210433737433000183550010000016131000046341.pdf,DANFE gerado com sucesso.
2021\43210490265919000108550010000441861100042318.xml,43210490265919000108550010000441861100042318,2021,2021-04-30T14:14:00,gerado,individuais\2021\43210490265919000108550010000441861100042318.pdf,DANFE gerado com sucesso.
2021\28210521900475000104550010000194511659907720.xml,28210521900475000104550010000194511659907720,2021,2021-05-04T08:34:55,gerado,individuais\2021\28210521900475000104550010000194511659907720.pdf,DANFE gerado com sucesso.
2021\27210535722974000163550020000560291000000013.xml,27210535722974000163550020000560291000000013,2021,2021-05-11T00:00:00,gerado,individuais\2021\27210535722974000163550020000560291000000013.pdf,DANFE gerado com sucesso.
2021\26210524073694000155550010006549241001642401.xml,26210524073694000155550010006549241001642401,2021,2021-05-11T10:09:46,gerado,individuais\2021\26210524073694000155550010006549241001642401.pdf,DANFE gerado com sucesso.
2021\27210541187998000162550010000256501411879983.xml,27210541187998000162550010000256501411879983,2021,2021-05-17T00:00:00,gerado,individuais\2021\27210541187998000162550010000256501411879983.pdf,DANFE gerado com sucesso.
2021\35210500565813000129550030005070981365336919.xml,35210500565813000129550030005070981365336919,2021,2021-05-17T14:17:07,gerado,individuais\2021\35210500565813000129550030005070981365336919.pdf,DANFE gerado com sucesso.
2021\28210508797404000160551000000000661299900072.xml,28210508797404000160551000000000661299900072,2021,2021-05-17T15:18:11,gerado,individuais\2021\28210508797404000160551000000000661299900072.pdf,DANFE gerado com sucesso.
2021\27210537560845000141550010000000101066998072.xml,27210537560845000141550010000000101066998072,2021,2021-05-21T00:00:00,gerado,individuais\2021\27210537560845000141550010000000101066998072.pdf,DANFE gerado com sucesso.
2021\35210500565813000129550030005121131492278615.xml,35210500565813000129550030005121131492278615,2021,2021-05-25T14:04:41,gerado,individuais\2021\35210500565813000129550030005121131492278615.pdf,DANFE gerado com sucesso.
2021\28210504370632000106550010000653861467111982.xml,28210504370632000106550010000653861467111982,2021,2021-05-26T15:26:14,gerado,individuais\2021\28210504370632000106550010000653861467111982.pdf,DANFE gerado com sucesso.
2021\28210621900475000104550010000198971641439487.xml,28210621900475000104550010000198971641439487,2021,2021-06-02T07:39:15,gerado,individuais\2021\28210621900475000104550010000198971641439487.pdf,DANFE gerado com sucesso.
2021\27210603656804000131550030001221611628275159.xml,27210603656804000131550030001221611628275159,2021,2021-06-02T14:15:00,gerado,individuais\2021\27210603656804000131550030001221611628275159.pdf,DANFE gerado com sucesso.
2021\28210621900475000104550010000199441169018497.xml,28210621900475000104550010000199441169018497,2021,2021-06-04T11:51:09,gerado,individuais\2021\28210621900475000104550010000199441169018497.pdf,DANFE gerado com sucesso.
2021\26210624073694000155550010006666941020061936.xml,26210624073694000155550010006666941020061936,2021,2021-06-09T17:59:29,gerado,individuais\2021\26210624073694000155550010006666941020061936.pdf,DANFE gerado com sucesso.
2021\27210603656804000131550030001241482836178298.xml,27210603656804000131550030001241482836178298,2021,2021-06-15T13:55:00,gerado,individuais\2021\27210603656804000131550030001241482836178298.pdf,DANFE gerado com sucesso.
2021\27210741187998000162550010000259841411879985.xml,27210741187998000162550010000259841411879985,2021,2021-07-01T00:00:00,gerado,individuais\2021\27210741187998000162550010000259841411879985.pdf,DANFE gerado com sucesso.
2021\35210721631600000128550010000391831680379255.xml,35210721631600000128550010000391831680379255,2021,2021-07-02T12:12:45,gerado,individuais\2021\35210721631600000128550010000391831680379255.pdf,DANFE gerado com sucesso.
2021\28210710230480001293550100003707391044659614.xml,28210710230480001293550100003707391044659614,2021,2021-07-12T18:44:32,gerado,individuais\2021\28210710230480001293550100003707391044659614.pdf,DANFE gerado com sucesso.
2021\28210710230480001293550100003722101044820230.xml,28210710230480001293550100003722101044820230,2021,2021-07-19T16:10:50,gerado,individuais\2021\28210710230480001293550100003722101044820230.pdf,DANFE gerado com sucesso.
2021\28210710230480001293550100003724271044841791.xml,28210710230480001293550100003724271044841791,2021,2021-07-20T16:23:48,gerado,individuais\2021\28210710230480001293550100003724271044841791.pdf,DANFE gerado com sucesso.
2021\27210702556423000118550010002205321001229868.xml,27210702556423000118550010002205321001229868,2021,2021-07-22T00:00:00,gerado,individuais\2021\27210702556423000118550010002205321001229868.pdf,DANFE gerado com sucesso.
2021\26210724073694000155550010006835301020567559.xml,26210724073694000155550010006835301020567559,2021,2021-07-26T16:42:20,gerado,individuais\2021\26210724073694000155550010006835301020567559.pdf,DANFE gerado com sucesso.
2021\27210707073715000113550020001067471154572910.xml,27210707073715000113550020001067471154572910,2021,2021-07-29T13:16:00,gerado,individuais\2021\27210707073715000113550020001067471154572910.pdf,DANFE gerado com sucesso.
2021\33210706020318000544550050005348471181873486.xml,33210706020318000544550050005348471181873486,2021,2021-07-29T18:56:31,gerado,individuais\2021\33210706020318000544550050005348471181873486.pdf,DANFE gerado com sucesso.
2021\27210811188276000161550020000002781000876992.xml,27210811188276000161550020000002781000876992,2021,2021-08-10T10:30:00,gerado,individuais\2021\27210811188276000161550020000002781000876992.pdf,DANFE gerado com sucesso.
2021\27210811188276000161550020000002841000878992.xml,27210811188276000161550020000002841000878992,2021,2021-08-11T10:49:00,gerado,individuais\2021\27210811188276000161550020000002841000878992.pdf,DANFE gerado com sucesso.
2021\27210802556423000118550010002229141001256373.xml,27210802556423000118550010002229141001256373,2021,2021-08-13T11:03:52,gerado,individuais\2021\27210802556423000118550010002229141001256373.pdf,DANFE gerado com sucesso.
2021\27210807073715000113550020001070411155250174.xml,27210807073715000113550020001070411155250174,2021,2021-08-18T12:07:00,gerado,individuais\2021\27210807073715000113550020001070411155250174.pdf,DANFE gerado com sucesso.
2021\27210841187998000162550010000264701411879980.xml,27210841187998000162550010000264701411879980,2021,2021-08-26T00:00:00,gerado,individuais\2021\27210841187998000162550010000264701411879980.pdf,DANFE gerado com sucesso.
2021\43210890265919000108550010000456751100076312.xml,43210890265919000108550010000456751100076312,2021,2021-08-26T13:54:00,gerado,individuais\2021\43210890265919000108550010000456751100076312.pdf,DANFE gerado com sucesso.
2021\27210933737433000183550010000020481000065384.xml,27210933737433000183550010000020481000065384,2021,2021-09-01T00:00:00,gerado,individuais\2021\27210933737433000183550010000020481000065384.pdf,DANFE gerado com sucesso.
2021\27210920616431000194550010000042311108969328.xml,27210920616431000194550010000042311108969328,2021,2021-09-03T11:28:00,gerado,individuais\2021\27210920616431000194550010000042311108969328.pdf,DANFE gerado com sucesso.
2021\27210920616431000194550010000042411650328292.xml,27210920616431000194550010000042411650328292,2021,2021-09-13T08:44:00,gerado,individuais\2021\27210920616431000194550010000042411650328292.pdf,DANFE gerado com sucesso.
2021\35210961946091000147550010000340731683847403.xml,35210961946091000147550010000340731683847403,2021,2021-09-13T15:37:38,gerado,individuais\2021\35210961946091000147550010000340731683847403.pdf,DANFE gerado com sucesso.
2021\28210916215063000103550010000066961179263991.xml,28210916215063000103550010000066961179263991,2021,2021-09-21T00:00:00,gerado,individuais\2021\28210916215063000103550010000066961179263991.pdf,DANFE gerado com sucesso.
2021\27210908441081000258550020000855471108306857.xml,27210908441081000258550020000855471108306857,2021,2021-09-22T00:00:00,gerado,individuais\2021\27210908441081000258550020000855471108306857.pdf,DANFE gerado com sucesso.
2021\27210912270435000640550010000885531224743810.xml,27210912270435000640550010000885531224743810,2021,2021-09-25T10:16:39,gerado,individuais\2021\27210912270435000640550010000885531224743810.pdf,DANFE gerado com sucesso.
2021\27210935616280000141550010000010261809811175.xml,27210935616280000141550010000010261809811175,2021,2021-09-27T11:51:13,gerado,individuais\2021\27210935616280000141550010000010261809811175.pdf,DANFE gerado com sucesso.
2021\27210912270435000640550010000885951417190995.xml,27210912270435000640550010000885951417190995,2021,2021-09-27T12:02:20,gerado,individuais\2021\27210912270435000640550010000885951417190995.pdf,DANFE gerado com sucesso.
2021\27210933737433000183550010000020811000069155.xml,27210933737433000183550010000020811000069155,2021,2021-09-28T00:00:00,gerado,individuais\2021\27210933737433000183550010000020811000069155.pdf,DANFE gerado com sucesso.
2021\27210901438784005590550120000313141204075032.xml,27210901438784005590550120000313141204075032,2021,2021-09-29T14:41:55,gerado,individuais\2021\27210901438784005590550120000313141204075032.pdf,DANFE gerado com sucesso.
2021\27210911188276000161550020000004481000972784.xml,27210911188276000161550020000004481000972784,2021,2021-09-29T16:07:00,gerado,individuais\2021\27210911188276000161550020000004481000972784.pdf,DANFE gerado com sucesso.
2021\26211010948040000890550010002333271745085620.xml,26211010948040000890550010002333271745085620,2021,2021-10-05T08:01:08,gerado,individuais\2021\26211010948040000890550010002333271745085620.pdf,DANFE gerado com sucesso.
2021\26211041057399000477550010000301131033758031.xml,26211041057399000477550010000301131033758031,2021,2021-10-05T11:59:25,gerado,individuais\2021\26211041057399000477550010000301131033758031.pdf,DANFE gerado com sucesso.
2021\26211016367819000393550010000182741518005123.xml,26211016367819000393550010000182741518005123,2021,2021-10-06T00:00:00,gerado,individuais\2021\26211016367819000393550010000182741518005123.pdf,DANFE gerado com sucesso.
2021\27211020616431000194550010000042721149462077.xml,27211020616431000194550010000042721149462077,2021,2021-10-07T10:23:00,gerado,individuais\2021\27211020616431000194550010000042721149462077.pdf,DANFE gerado com sucesso.
2021\27211012200192000169558900049248021101450532.xml,27211012200192000169558900049248021101450532,2021,2021-10-13T17:00:00,gerado,individuais\2021\27211012200192000169558900049248021101450532.pdf,DANFE gerado com sucesso.
2021\26211016367819000393550010000183531518005129.xml,26211016367819000393550010000183531518005129,2021,2021-10-14T00:00:00,gerado,individuais\2021\26211016367819000393550010000183531518005129.pdf,DANFE gerado com sucesso.
2021\26211041057399000477550010000302271798476247.xml,26211041057399000477550010000302271798476247,2021,2021-10-14T16:57:40,gerado,individuais\2021\26211041057399000477550010000302271798476247.pdf,DANFE gerado com sucesso.
2021\26211016367819000393550010000183871518005127.xml,26211016367819000393550010000183871518005127,2021,2021-10-19T00:00:00,gerado,individuais\2021\26211016367819000393550010000183871518005127.pdf,DANFE gerado com sucesso.
2021\26211016367819000393550010000183881518005124.xml,26211016367819000393550010000183881518005124,2021,2021-10-19T00:00:00,gerado,individuais\2021\26211016367819000393550010000183881518005124.pdf,DANFE gerado com sucesso.
2021\26211041057399000477550010000302701221378757.xml,26211041057399000477550010000302701221378757,2021,2021-10-19T12:03:29,gerado,individuais\2021\26211041057399000477550010000302701221378757.pdf,DANFE gerado com sucesso.
2021\26211041057399000477550010000303231494532631.xml,26211041057399000477550010000303231494532631,2021,2021-10-22T11:09:03,gerado,individuais\2021\26211041057399000477550010000303231494532631.pdf,DANFE gerado com sucesso.
2021\26211041057399000477550010000303241984007328.xml,26211041057399000477550010000303241984007328,2021,2021-10-22T12:44:45,gerado,individuais\2021\26211041057399000477550010000303241984007328.pdf,DANFE gerado com sucesso.
2021\27211011188276000161550020000005871001025383.xml,27211011188276000161550020000005871001025383,2021,2021-10-28T09:10:00,gerado,individuais\2021\27211011188276000161550020000005871001025383.pdf,DANFE gerado com sucesso.
2021\27211135670448000288550010000026661001360400.xml,27211135670448000288550010000026661001360400,2021,2021-11-04T00:00:00,gerado,individuais\2021\27211135670448000288550010000026661001360400.pdf,DANFE gerado com sucesso.
2021\27211135670448000288550010000026671001360415.xml,27211135670448000288550010000026671001360415,2021,2021-11-04T00:00:00,gerado,individuais\2021\27211135670448000288550010000026671001360415.pdf,DANFE gerado com sucesso.
2021\27211135670448000288550010000026681001360420.xml,27211135670448000288550010000026681001360420,2021,2021-11-04T00:00:00,gerado,individuais\2021\27211135670448000288550010000026681001360420.pdf,DANFE gerado com sucesso.
2021\27211135670448000288550010000026691001360444.xml,27211135670448000288550010000026691001360444,2021,2021-11-04T00:00:00,gerado,individuais\2021\27211135670448000288550010000026691001360444.pdf,DANFE gerado com sucesso.
2021\27211135670448000288550010000026701001360496.xml,27211135670448000288550010000026701001360496,2021,2021-11-04T00:00:00,gerado,individuais\2021\27211135670448000288550010000026701001360496.pdf,DANFE gerado com sucesso.
2021\26211116367819000393550010000186561518005120.xml,26211116367819000393550010000186561518005120,2021,2021-11-09T00:00:00,gerado,individuais\2021\26211116367819000393550010000186561518005120.pdf,DANFE gerado com sucesso.
2021\26211100815532000187550010001580941121500403.xml,26211100815532000187550010001580941121500403,2021,2021-11-11T10:40:46,gerado,individuais\2021\26211100815532000187550010001580941121500403.pdf,DANFE gerado com sucesso.
2021\26211124073694000155550010007254611021825154.xml,26211124073694000155550010007254611021825154,2021,2021-11-11T15:29:33,gerado,individuais\2021\26211124073694000155550010007254611021825154.pdf,DANFE gerado com sucesso.
2021\26211107115091000150550010000489791131496600.xml,26211107115091000150550010000489791131496600,2021,2021-11-11T15:43:15,gerado,individuais\2021\26211107115091000150550010000489791131496600.pdf,DANFE gerado com sucesso.
2021\27211117487985000124550010000051211111601049.xml,27211117487985000124550010000051211111601049,2021,2021-11-17T00:00:00,gerado,individuais\2021\27211117487985000124550010000051211111601049.pdf,DANFE gerado com sucesso.
2021\43211190265919000108550010000466661615025389.xml,43211190265919000108550010000466661615025389,2021,2021-11-18T13:13:00,gerado,individuais\2021\43211190265919000108550010000466661615025389.pdf,DANFE gerado com sucesso.
2021\27211139565838000168550020000015141233192751.xml,27211139565838000168550020000015141233192751,2021,2021-11-19T10:33:00,gerado,individuais\2021\27211139565838000168550020000015141233192751.pdf,DANFE gerado com sucesso.
2021\26211110499151000190550010000241421438720129.xml,26211110499151000190550010000241421438720129,2021,2021-11-19T10:47:52,gerado,individuais\2021\26211110499151000190550010000241421438720129.pdf,DANFE gerado com sucesso.
2021\26211141057399000477550010000306281931090440.xml,26211141057399000477550010000306281931090440,2021,2021-11-19T11:02:27,gerado,individuais\2021\26211141057399000477550010000306281931090440.pdf,DANFE gerado com sucesso.
2021\26211110948040000890550010002429721040667875.xml,26211110948040000890550010002429721040667875,2021,2021-11-19T11:44:22,gerado,individuais\2021\26211110948040000890550010002429721040667875.pdf,DANFE gerado com sucesso.
2021\26211107065420000103550010000597821000862078.xml,26211107065420000103550010000597821000862078,2021,2021-11-19T11:51:00,gerado,individuais\2021\26211107065420000103550010000597821000862078.pdf,DANFE gerado com sucesso.
2021\26211107115091000150550010000491041381969629.xml,26211107115091000150550010000491041381969629,2021,2021-11-19T15:24:58,gerado,individuais\2021\26211107115091000150550010000491041381969629.pdf,DANFE gerado com sucesso.
2021\26211141057399000477550010000306561138949013.xml,26211141057399000477550010000306561138949013,2021,2021-11-22T11:44:33,gerado,individuais\2021\26211141057399000477550010000306561138949013.pdf,DANFE gerado com sucesso.
2021\26211100815532000187550010001588031823592269.xml,26211100815532000187550010001588031823592269,2021,2021-11-22T12:13:30,gerado,individuais\2021\26211100815532000187550010001588031823592269.pdf,DANFE gerado com sucesso.
2021\26211114255303000160550010000002041670308346.xml,26211114255303000160550010000002041670308346,2021,2021-11-23T12:04:00,gerado,individuais\2021\26211114255303000160550010000002041670308346.pdf,DANFE gerado com sucesso.
2021\27211111840303000210550010000983091086775116.xml,27211111840303000210550010000983091086775116,2021,2021-11-23T15:24:46,gerado,individuais\2021\27211111840303000210550010000983091086775116.pdf,DANFE gerado com sucesso.
2021\26211124091522000104550010000887251170812201.xml,26211124091522000104550010000887251170812201,2021,2021-11-23T15:41:13,gerado,individuais\2021\26211124091522000104550010000887251170812201.pdf,DANFE gerado com sucesso.
2021\26211105092927000112550010000936781566262406.xml,26211105092927000112550010000936781566262406,2021,2021-11-23T15:50:14,gerado,individuais\2021\26211105092927000112550010000936781566262406.pdf,DANFE gerado com sucesso.
2021\26211138143900000160550010000002991445495368.xml,26211138143900000160550010000002991445495368,2021,2021-11-24T16:30:43,gerado,individuais\2021\26211138143900000160550010000002991445495368.pdf,DANFE gerado com sucesso.
2021\26211238143900000160550010000003041300591884.xml,26211238143900000160550010000003041300591884,2021,2021-12-01T14:38:49,gerado,individuais\2021\26211238143900000160550010000003041300591884.pdf,DANFE gerado com sucesso.
2021\28211240135362000104550010000011781693051948.xml,28211240135362000104550010000011781693051948,2021,2021-12-04T10:38:21,gerado,individuais\2021\28211240135362000104550010000011781693051948.pdf,DANFE gerado com sucesso.
2021\27211206228417000192550020001509391028646473.xml,27211206228417000192550020001509391028646473,2021,2021-12-06T00:00:00,gerado,individuais\2021\27211206228417000192550020001509391028646473.pdf,DANFE gerado com sucesso.
2021\27211206228417000192550020001509411028646560.xml,27211206228417000192550020001509411028646560,2021,2021-12-06T00:00:00,gerado,individuais\2021\27211206228417000192550020001509411028646560.pdf,DANFE gerado com sucesso.
2021\27211206228417000192550020001509501028646896.xml,27211206228417000192550020001509501028646896,2021,2021-12-06T00:00:00,gerado,individuais\2021\27211206228417000192550020001509501028646896.pdf,DANFE gerado com sucesso.
2021\26211216367819000393550010000190711518005122.xml,26211216367819000393550010000190711518005122,2021,2021-12-09T00:00:00,gerado,individuais\2021\26211216367819000393550010000190711518005122.pdf,DANFE gerado com sucesso.
2021\27211241187998000162550010000272391411879985.xml,27211241187998000162550010000272391411879985,2021,2021-12-09T00:00:00,gerado,individuais\2021\27211241187998000162550010000272391411879985.pdf,DANFE gerado com sucesso.
2021\26211241057399000477550010000309001977831736.xml,26211241057399000477550010000309001977831736,2021,2021-12-09T13:44:50,gerado,individuais\2021\26211241057399000477550010000309001977831736.pdf,DANFE gerado com sucesso.
2021\23211224073694000589550000005987691001502044.xml,23211224073694000589550000005987691001502044,2021,2021-12-09T17:53:26,gerado,individuais\2021\23211224073694000589550000005987691001502044.pdf,DANFE gerado com sucesso.
2021\27211239565838000168550020000017821241101179.xml,27211239565838000168550020000017821241101179,2021,2021-12-13T13:52:00,gerado,individuais\2021\27211239565838000168550020000017821241101179.pdf,DANFE gerado com sucesso.
2021\27211207199663000126550020000001801795804099.xml,27211207199663000126550020000001801795804099,2021,2021-12-15T08:49:41,gerado,individuais\2021\27211207199663000126550020000001801795804099.pdf,DANFE gerado com sucesso.
2021\26211210230480001960550100014694561082973506.xml,26211210230480001960550100014694561082973506,2021,2021-12-15T14:30:37,gerado,individuais\2021\26211210230480001960550100014694561082973506.pdf,DANFE gerado com sucesso.
2021\26211214255303000160550010000002121193264350.xml,26211214255303000160550010000002121193264350,2021,2021-12-20T14:45:00,gerado,individuais\2021\26211214255303000160550010000002121193264350.pdf,DANFE gerado com sucesso.
2021\27211203656804000131550030001592121475275192.xml,27211203656804000131550030001592121475275192,2021,2021-12-23T17:18:00,gerado,individuais\2021\27211203656804000131550030001592121475275192.pdf,DANFE gerado com sucesso.
2021\26211216367819000393550010000193071518005128.xml,26211216367819000393550010000193071518005128,2021,2021-12-27T00:00:00,gerado,individuais\2021\26211216367819000393550010000193071518005128.pdf,DANFE gerado com sucesso.
2021\26211230880000000194550010000134361665648018.xml,26211230880000000194550010000134361665648018,2021,2021-12-27T13:43:00,gerado,individuais\2021\26211230880000000194550010000134361665648018.pdf,DANFE gerado com sucesso.
2021\26211230880000000275550010000262131367602278.xml,26211230880000000275550010000262131367602278,2021,2021-12-27T13:49:00,gerado,individuais\2021\26211230880000000275550010000262131367602278.pdf,DANFE gerado com sucesso.
2021\26211230880000000194550010000134401795999751.xml,26211230880000000194550010000134401795999751,2021,2021-12-27T14:10:00,gerado,individuais\2021\26211230880000000194550010000134401795999751.pdf,DANFE gerado com sucesso.
2021\26211241057399000477550010000310801623570897.xml,26211241057399000477550010000310801623570897,2021,2021-12-28T11:21:12,gerado,individuais\2021\26211241057399000477550010000310801623570897.pdf,DANFE gerado com sucesso.
2021\26211210499151000190550010000244951117818195.xml,26211210499151000190550010000244951117818195,2021,2021-12-28T11:49:15,gerado,individuais\2021\26211210499151000190550010000244951117818195.pdf,DANFE gerado com sucesso.
2021\26211241057399000477550010000310831167936610.xml,26211241057399000477550010000310831167936610,2021,2021-12-28T12:00:39,gerado,individuais\2021\26211241057399000477550010000310831167936610.pdf,DANFE gerado com sucesso.
2022\27220141187998000162550010000273781411879984.xml,27220141187998000162550010000273781411879984,2022,2022-01-05T00:00:00,gerado,individuais\2022\27220141187998000162550010000273781411879984.pdf,DANFE gerado com sucesso.
2022\27220103656804000131550030001614421952716852.xml,27220103656804000131550030001614421952716852,2022,2022-01-10T15:06:00,gerado,individuais\2022\27220103656804000131550030001614421952716852.pdf,DANFE gerado com sucesso.
2022\26220105892612000230550010000417381769284826.xml,26220105892612000230550010000417381769284826,2022,2022-01-17T12:20:00,gerado,individuais\2022\26220105892612000230550010000417381769284826.pdf,DANFE gerado com sucesso.
2022\26220116367819000393550010000195001518005123.xml,26220116367819000393550010000195001518005123,2022,2022-01-19T00:00:00,gerado,individuais\2022\26220116367819000393550010000195001518005123.pdf,DANFE gerado com sucesso.
2022\27220139565838000168550020000022021163671946.xml,27220139565838000168550020000022021163671946,2022,2022-01-19T08:49:00,gerado,individuais\2022\27220139565838000168550020000022021163671946.pdf,DANFE gerado com sucesso.
2022\35220107567420000101550010000303971848268664.xml,35220107567420000101550010000303971848268664,2022,2022-01-19T10:53:26,gerado,individuais\2022\35220107567420000101550010000303971848268664.pdf,DANFE gerado com sucesso.
2022\26220110948040000890550010002554231785460649.xml,26220110948040000890550010002554231785460649,2022,2022-01-20T08:43:59,gerado,individuais\2022\26220110948040000890550010002554231785460649.pdf,DANFE gerado com sucesso.
2022\26220130880000000275550010000276101839320475.xml,26220130880000000275550010000276101839320475,2022,2022-01-20T09:13:00,gerado,individuais\2022\26220130880000000275550010000276101839320475.pdf,DANFE gerado com sucesso.
2022\26220110948040000890550010002554481116518429.xml,26220110948040000890550010002554481116518429,2022,2022-01-20T09:14:42,gerado,individuais\2022\26220110948040000890550010002554481116518429.pdf,DANFE gerado com sucesso.
2022\26220110948040000890550010002554491119715133.xml,26220110948040000890550010002554491119715133,2022,2022-01-20T09:15:16,gerado,individuais\2022\26220110948040000890550010002554491119715133.pdf,DANFE gerado com sucesso.
2022\26220141057399000477550010000312741242183579.xml,26220141057399000477550010000312741242183579,2022,2022-01-20T10:08:31,gerado,individuais\2022\26220141057399000477550010000312741242183579.pdf,DANFE gerado com sucesso.
2022\26220110499151000190550010000247391801711090.xml,26220110499151000190550010000247391801711090,2022,2022-01-20T10:12:56,gerado,individuais\2022\26220110499151000190550010000247391801711090.pdf,DANFE gerado com sucesso.
2022\26220116367819000393550010000195131518005121.xml,26220116367819000393550010000195131518005121,2022,2022-01-21T00:00:00,gerado,individuais\2022\26220116367819000393550010000195131518005121.pdf,DANFE gerado com sucesso.
2022\26220116367819000393550010000195571518005126.xml,26220116367819000393550010000195571518005126,2022,2022-01-26T00:00:00,gerado,individuais\2022\26220116367819000393550010000195571518005126.pdf,DANFE gerado com sucesso.
2022\26220110948040000890550010002566581908053532.xml,26220110948040000890550010002566581908053532,2022,2022-01-26T10:25:39,gerado,individuais\2022\26220110948040000890550010002566581908053532.pdf,DANFE gerado com sucesso.
2022\26220130880000000275550010000280821519117157.xml,26220130880000000275550010000280821519117157,2022,2022-01-26T13:40:00,gerado,individuais\2022\26220130880000000275550010000280821519117157.pdf,DANFE gerado com sucesso.
2022\23220124073694000589550000006027661018144630.xml,23220124073694000589550000006027661018144630,2022,2022-01-27T11:32:44,gerado,individuais\2022\23220124073694000589550000006027661018144630.pdf,DANFE gerado com sucesso.
2022\26220110948040000890550010002570771132078119.xml,26220110948040000890550010002570771132078119,2022,2022-01-27T13:56:03,gerado,individuais\2022\26220110948040000890550010002570771132078119.pdf,DANFE gerado com sucesso.
2022\27220212200192000169558900053084931281526430.xml,27220212200192000169558900053084931281526430,2022,2022-02-01T14:43:00,gerado,individuais\2022\27220212200192000169558900053084931281526430.pdf,DANFE gerado com sucesso.
2022\35220248848501000159550010000007391610012866.xml,35220248848501000159550010000007391610012866,2022,2022-02-07T08:27:00,gerado,individuais\2022\35220248848501000159550010000007391610012866.pdf,DANFE gerado com sucesso.
2022\27220203656804000131550030001665891749921275.xml,27220203656804000131550030001665891749921275,2022,2022-02-09T13:49:00,gerado,individuais\2022\27220203656804000131550030001665891749921275.pdf,DANFE gerado com sucesso.
2022\27220211188276000161550020000011581001097659.xml,27220211188276000161550020000011581001097659,2022,2022-02-11T16:06:43,gerado,individuais\2022\27220211188276000161550020000011581001097659.pdf,DANFE gerado com sucesso.
2022\26220292660406000623550050006549571000272769.xml,26220292660406000623550050006549571000272769,2022,2022-02-18T16:20:27,gerado,individuais\2022\26220292660406000623550050006549571000272769.pdf,DANFE gerado com sucesso.
2022\27220235670448000288550010000029881001422622.xml,27220235670448000288550010000029881001422622,2022,2022-02-23T00:00:00,gerado,individuais\2022\27220235670448000288550010000029881001422622.pdf,DANFE gerado com sucesso.
2022\43220390265919000108550010000477291910773121.xml,43220390265919000108550010000477291910773121,2022,2022-03-08T08:15:00,gerado,individuais\2022\43220390265919000108550010000477291910773121.pdf,DANFE gerado com sucesso.
2022\26220316367819000555550010000041621518005120.xml,26220316367819000555550010000041621518005120,2022,2022-03-16T00:00:00,gerado,individuais\2022\26220316367819000555550010000041621518005120.pdf,DANFE gerado com sucesso.
2022\27220310659395000192550010000133701710020109.xml,27220310659395000192550010000133701710020109,2022,2022-03-16T10:29:00,gerado,individuais\2022\27220310659395000192550010000133701710020109.pdf,DANFE gerado com sucesso.
2022\26220314255303000160550010000002281169734417.xml,26220314255303000160550010000002281169734417,2022,2022-03-16T17:32:00,gerado,individuais\2022\26220314255303000160550010000002281169734417.pdf,DANFE gerado com sucesso.
2022\27220303656804000727550030005292981246339960.xml,27220303656804000727550030005292981246339960,2022,2022-03-23T10:50:00,gerado,individuais\2022\27220303656804000727550030005292981246339960.pdf,DANFE gerado com sucesso.
2022\27220310659395000192550010000134211710020100.xml,27220310659395000192550010000134211710020100,2022,2022-03-24T08:51:00,gerado,individuais\2022\27220310659395000192550010000134211710020100.pdf,DANFE gerado com sucesso.
2022\35220358566399000152550010001388021213910035.xml,35220358566399000152550010001388021213910035,2022,2022-03-24T10:30:00,gerado,individuais\2022\35220358566399000152550010001388021213910035.pdf,DANFE gerado com sucesso.
2022\27220307749132000160550010000168291021426310.xml,27220307749132000160550010000168291021426310,2022,2022-03-26T00:00:00,gerado,individuais\2022\27220307749132000160550010000168291021426310.pdf,DANFE gerado com sucesso.
2022\28220323841283000108550010000005011000005066.xml,28220323841283000108550010000005011000005066,2022,2022-03-31T14:48:04,gerado,individuais\2022\28220323841283000108550010000005011000005066.pdf,DANFE gerado com sucesso.
2022\27220410659395000192550010000134841710020103.xml,27220410659395000192550010000134841710020103,2022,2022-04-04T16:09:00,gerado,individuais\2022\27220410659395000192550010000134841710020103.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000202531518005124.xml,26220416367819000393550010000202531518005124,2022,2022-04-05T00:00:00,gerado,individuais\2022\26220416367819000393550010000202531518005124.pdf,DANFE gerado com sucesso.
2022\26220441057399000477550010000320691720218160.xml,26220441057399000477550010000320691720218160,2022,2022-04-05T08:26:08,gerado,individuais\2022\26220441057399000477550010000320691720218160.pdf,DANFE gerado com sucesso.
2022\26220438143900000160550010000003891847811301.xml,26220438143900000160550010000003891847811301,2022,2022-04-06T13:23:13,gerado,individuais\2022\26220438143900000160550010000003891847811301.pdf,DANFE gerado com sucesso.
2022\35220461946091000147550010000369311842230636.xml,35220461946091000147550010000369311842230636,2022,2022-04-07T15:12:55,gerado,individuais\2022\35220461946091000147550010000369311842230636.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000203851518005123.xml,26220416367819000393550010000203851518005123,2022,2022-04-13T00:00:00,gerado,individuais\2022\26220416367819000393550010000203851518005123.pdf,DANFE gerado com sucesso.
2022\26220416367819000393550010000203941518005122.xml,26220416367819000393550010000203941518005122,2022,2022-04-14T00:00:00,gerado,individuais\2022\26220416367819000393550010000203941518005122.pdf,DANFE gerado com sucesso.
